"X","carat","cut","color","clarity","depth","table","price","x","y","z"
53440,0.73,"Good","H","VS1",64.1,58.8,2673,5.63,5.67,3.62
24730,1.71,"Good","H","VS2",63.7,58,13068,7.57,7.54,4.81
20570,1.21,"Premium","F","VS1",61.3,57,8879,6.9,6.86,4.22
51114,0.52,"Ideal","G","VVS2",61.7,55,2338,5.21,5.23,3.22
42965,0.51,"Ideal","H","VS2",60.9,56.4,1365,5.15,5.18,3.15
12921,1.2,"Premium","H","SI2",62,58,5376,6.91,6.76,4.24
29278,0.31,"Premium","I","VVS2",61.7,58,698,4.4,4.38,2.71
39404,0.41,"Ideal","G","VVS2",62.5,55,1076,4.76,4.75,2.97
53042,0.81,"Good","D","SI2",63.8,55,2604,5.91,5.89,3.77
352,0.72,"Ideal","D","SI1",61.5,54,2804,5.77,5.8,3.56
384,0.83,"Very Good","D","SI1",63.5,54,2811,5.98,5.95,3.79
51260,0.63,"Ideal","G","VS2",60.9,56,2357,5.57,5.6,3.4
24163,1.8,"Premium","D","SI1",61.2,58,12338,7.88,7.7,4.79
40818,0.32,"Ideal","E","IF",61.9,56,1170,4.42,4.4,2.73
32763,0.34,"Premium","D","SI1",59.6,59,803,4.57,4.55,2.72
26283,2.14,"Very Good","I","SI1",61.3,61,15769,8.28,8.32,5.09
1191,0.7,"Very Good","F","VVS2",63.2,58,2932,5.66,5.6,3.56
32496,0.3,"Good","F","IF",58.8,61,796,4.35,4.39,2.57
22660,1.21,"Premium","D","VS1",62.6,56,10706,6.83,6.74,4.25
41885,0.54,"Ideal","I","VS2",61.5,55,1259,5.25,5.29,3.24
39396,0.41,"Premium","G","VVS2",61.6,56,1076,4.78,4.76,2.94
30006,0.43,"Premium","D","SI2",60.7,58,716,4.85,4.91,2.96
16707,0.32,"Very Good","F","SI2",62.6,56,421,4.37,4.41,2.75
30933,0.24,"Very Good","H","VVS2",61.3,57,449,4.01,4.04,2.46
17832,1,"Good","E","VS1",60,65,7190,6.48,6.43,3.87
40197,0.51,"Ideal","G","SI2",61.9,55,1121,5.12,5.14,3.17
4588,0.8,"Ideal","F","VS2",62,55,3653,5.93,6,3.7
24135,1.54,"Premium","H","IF",62.5,58,12308,7.38,7.33,4.6
2304,0.74,"Good","E","VS2",63.5,56,3163,5.75,5.8,3.67
21771,1.23,"Premium","D","VS2",59.3,59,9836,7.03,6.96,4.15
33442,0.32,"Ideal","G","VS1",61.6,57,828,4.42,4.38,2.71
43901,0.29,"Ideal","H","VVS2",61.7,56,511,4.29,4.33,2.66
3277,1,"Very Good","I","SI1",59.3,63,3360,6.52,6.47,3.85
38179,0.41,"Ideal","D","SI1",61,57,1015,4.8,4.78,2.92
33979,0.41,"Very Good","I","VVS1",63.1,58,847,4.68,4.74,2.97
39150,0.55,"Very Good","J","VS2",62.6,57,1062,5.17,5.21,3.25
45174,0.57,"Ideal","H","VS2",61.6,57,1655,5.35,5.37,3.3
30536,0.39,"Good","G","VS2",63.7,53,734,4.62,4.67,2.96
29444,0.4,"Ideal","G","SI1",61.3,56,701,4.73,4.76,2.91
303,0.82,"Ideal","F","SI2",62.4,54,2799,5.97,6.02,3.74
26638,1.5,"Premium","E","VS1",60.3,60,16409,7.34,7.43,4.45
50451,0.7,"Very Good","F","SI1",61.1,59,2264,5.68,5.78,3.5
32817,0.34,"Ideal","D","VS2",62.4,53,805,4.49,4.52,2.81
13637,1.03,"Premium","G","SI1",60.1,60,5581,6.55,6.52,3.93
20696,1.03,"Ideal","E","VVS2",61.9,57,8972,6.5,6.46,4.01
20624,1.04,"Ideal","G","IF",62.1,54,8921,6.53,6.55,4.06
51051,0.61,"Ideal","G","VVS2",62.4,53.8,2331,5.42,5.45,3.39
31566,0.31,"Ideal","D","VVS2",62,56,766,4.34,4.37,2.7
50878,0.72,"Premium","F","SI1",61.6,60,2314,5.79,5.73,3.55
1003,0.98,"Good","H","SI2",57.9,56,2898,6.51,6.47,3.76
15390,0.29,"Ideal","H","VVS2",61.6,55,607,4.27,4.29,2.64
19373,0.27,"Ideal","E","VVS1",62.3,56,622,4.15,4.17,2.59
4676,1,"Good","F","SI2",60.6,62,3672,6.36,6.45,3.88
37984,0.38,"Ideal","E","VVS2",59.9,61,1008,4.71,4.74,2.83
21973,1.83,"Premium","I","VS2",60.5,60,10043,7.93,7.86,4.78
45332,0.51,"Good","E","VS2",63.6,54,1662,5.09,5.06,3.23
14632,1.16,"Ideal","G","SI1",61.8,55,5908,6.75,6.78,4.18
44090,0.5,"Ideal","E","VS2",61.6,56,1554,5.1,5.13,3.15
24226,1.52,"Premium","E","SI1",62.5,59,12418,7.33,7.26,4.56
9008,0.91,"Ideal","E","SI1",61.2,58,4513,6.24,6.3,3.84
22784,1.04,"Ideal","F","VVS2",61.6,57,10804,6.47,6.51,4
9348,1.02,"Very Good","D","SI2",58.6,63,4583,6.56,6.54,3.84
16090,1.01,"Good","D","VS2",61.6,61,6429,6.43,6.45,3.97
51417,0.7,"Ideal","G","VS2",62.1,55,2371,5.63,5.61,3.49
25681,0.31,"Ideal","F","VS1",61.5,54,642,4.36,4.39,2.69
39460,0.4,"Very Good","D","VVS2",58.3,59,1078,4.88,4.9,2.85
48187,0.65,"Very Good","D","SI1",62.4,58,1945,5.52,5.57,3.46
36573,0.7,"Fair","F","I1",63.9,59,945,5.64,5.5,3.57
35113,0.3,"Ideal","F","IF",62,56,886,4.31,4.33,2.68
17955,1.02,"Very Good","D","VS2",62.9,60,7257,6.37,6.42,4.02
36091,0.32,"Very Good","F","VVS1",61.9,59,926,4.34,4.39,2.7
47698,0.71,"Very Good","I","SI1",62.6,63,1883,5.61,5.54,3.49
40269,0.33,"Very Good","G","SI1",61.1,59,492,4.42,4.45,2.71
37039,0.38,"Very Good","H","VVS1",59.1,58,967,4.71,4.76,2.8
41194,0.51,"Good","D","SI2",57.7,60,1202,5.31,5.26,3.05
5392,0.3,"Premium","G","SI1",62.9,59,574,4.28,4.24,2.68
45030,0.54,"Ideal","E","SI1",60.5,57,1637,5.3,5.28,3.2
9563,1,"Ideal","E","SI2",62,57,4623,6.37,6.41,3.96
31880,0.3,"Ideal","H","VVS2",62.8,57,776,4.25,4.22,2.66
32710,0.31,"Ideal","F","VS2",61.8,56,802,4.37,4.33,2.69
24790,1.51,"Ideal","D","SI1",62,56,13162,7.35,7.39,4.57
4869,1.02,"Premium","I","SI1",60.2,60,3713,6.45,6.39,3.87
28650,0.31,"Very Good","I","VS2",62.3,57,435,4.32,4.35,2.7
2473,0.76,"Ideal","E","VS2",61.5,56,3192,5.92,5.89,3.63
10549,1.12,"Ideal","I","SI1",61.7,58,4811,6.66,6.6,4.09
52818,0.71,"Very Good","E","SI1",62,59,2573,5.69,5.76,3.55
49466,0.55,"Premium","E","VS2",59.7,57,2112,5.39,5.36,3.21
18937,1.12,"Premium","F","VS1",62.1,60,7781,6.62,6.58,4.1
43801,0.58,"Ideal","G","SI1",61.4,55.8,1442,5.34,5.38,3.29
42984,0.41,"Ideal","G","IF",61.7,56,1367,4.77,4.8,2.95
16886,1.02,"Good","G","VS1",63.3,58,6738,6.38,6.42,4.05
50036,0.71,"Very Good","F","SI1",63.2,56,2198,5.66,5.61,3.56
17562,1.05,"Ideal","G","VS2",62.2,54,7070,6.53,6.55,4.07
31072,0.33,"Ideal","G","VVS2",61.7,55,752,4.42,4.46,2.74
50814,0.7,"Good","E","SI2",63.7,61,2307,5.64,5.6,3.58
10174,1,"Premium","H","VS1",62.7,58,4732,6.37,6.33,3.98
16021,0.3,"Premium","I","VS1",60.3,58,608,4.34,4.32,2.61
13939,1,"Very Good","D","SI1",59.8,59,5671,6.47,6.51,3.88
23569,1.5,"Good","G","VS2",63.3,62,11577,7.08,7.2,4.52
2910,0.86,"Ideal","D","SI2",60.2,56,3284,6.16,6.19,3.72
37272,0.26,"Ideal","H","VS1",62.1,55,482,4.07,4.11,2.54
35544,0.35,"Ideal","F","VS2",62.1,57,906,4.55,4.53,2.82
42459,0.5,"Premium","E","SI1",62,59,1316,5.06,5.1,3.15
21079,1.5,"Premium","H","VS2",62.1,59,9253,7.26,7.2,4.49
12334,1.01,"Good","E","SI1",63.7,58,5226,6.36,6.32,4.04
30092,0.32,"Ideal","H","VS1",63,57,720,4.39,4.37,2.76
13448,1,"Very Good","G","SI1",61,56.7,5522,6.44,6.47,3.94
9046,0.39,"Very Good","H","SI2",60.4,60,588,4.74,4.8,2.88
29573,0.41,"Good","F","SI1",63.5,56,705,4.7,4.75,3
16461,1.2,"Ideal","H","SI1",61.9,56,6578,6.78,6.82,4.21
10847,1,"Ideal","H","SI1",61.9,57,4872,6.43,6.39,3.97
10260,1.01,"Premium","E","SI2",62.6,59,4751,6.39,6.36,3.99
49289,0.73,"Very Good","I","SI2",63,58,2093,5.71,5.75,3.61
29397,0.31,"Premium","G","VS2",61.7,58,698,4.34,4.32,2.67
9471,1,"Ideal","I","SI1",61.8,55,4602,6.41,6.44,3.97
33714,0.33,"Ideal","H","IF",61.6,55,838,4.48,4.51,2.77
40393,0.58,"Ideal","I","SI1",62.2,54,1132,5.35,5.39,3.34
3649,0.93,"Premium","H","SI1",60.9,61,3437,6.24,6.2,3.79
14539,1.31,"Premium","I","SI1",63,57,5869,6.96,6.91,4.37
17521,1.04,"Good","G","VS1",63.8,57,7049,6.4,6.43,4.09
39886,0.42,"Premium","G","VVS2",60.4,59,1103,4.82,4.78,2.9
12530,1.04,"Very Good","D","SI2",62.9,58,5265,6.41,6.47,4.05
15886,1.02,"Ideal","G","VS2",62.5,57,6352,6.41,6.45,4.02
232,0.79,"Very Good","H","VS1",63.7,56,2784,5.85,5.92,3.75
28709,0.38,"Ideal","E","SI1",60.7,56,680,4.69,4.73,2.86
12893,1.01,"Very Good","E","SI1",61.5,60,5372,6.39,6.42,3.94
16433,1.01,"Very Good","D","VS2",59.8,60,6563,6.42,6.46,3.85
37831,0.33,"Ideal","D","VS2",61.8,56,1002,4.48,4.45,2.76
47788,0.67,"Good","F","SI1",60.2,61,1897,5.64,5.69,3.41
37856,0.44,"Ideal","E","VS2",61.5,56,1003,4.9,4.92,3.02
14610,1.23,"Ideal","F","SI2",62.3,58,5894,6.8,6.84,4.25
48268,0.52,"Ideal","H","IF",62.1,57,1956,5.13,5.16,3.19
48814,0.7,"Good","E","SI2",59.9,57,2026,5.75,5.8,3.46
11455,0.8,"Ideal","E","VS1",61.8,56,5007,5.92,5.96,3.67
49969,0.33,"Good","E","SI1",63.1,56,540,4.42,4.45,2.8
13092,1,"Good","F","VS2",63.1,56,5420,6.27,6.31,3.97
31389,0.37,"Ideal","D","VS2",62.3,55,763,4.59,4.62,2.87
53691,0.82,"Premium","I","VS2",62.2,59,2716,6.03,5.97,3.73
10666,1.2,"Premium","J","SI1",61.4,59,4838,6.87,6.82,4.2
8374,0.31,"Ideal","F","VS2",61.6,56,583,4.35,4.39,2.69
51383,0.71,"Very Good","H","VS2",61.8,58,2368,5.66,5.7,3.51
44078,0.51,"Very Good","F","VS2",63.1,59,1552,5.1,5.04,3.2
674,0.76,"Premium","D","SI1",61.1,59,2847,5.93,5.88,3.61
17674,1.27,"Very Good","H","SI1",62.3,58,7125,6.87,6.94,4.3
26234,1.7,"Premium","E","SI1",62.3,57,15662,7.68,7.6,4.76
50306,0.31,"Ideal","I","VS1",61.7,55,544,4.39,4.36,2.7
25855,1.53,"Very Good","E","VS1",60.7,60,14931,7.38,7.52,4.52
3211,0.83,"Premium","D","SI1",62.2,60,3347,6.01,5.98,3.73
45669,0.52,"Ideal","E","VS2",61.4,54,1694,5.23,5.2,3.2
7103,1.06,"Ideal","I","SI2",61.3,56,4167,6.59,6.55,4.03
42083,0.53,"Premium","G","SI1",61.3,58,1273,5.22,5.19,3.19
20665,1.51,"Ideal","H","SI2",61.9,56,8951,7.31,7.36,4.54
19743,1.51,"Good","I","SI1",63.7,58,8313,7.22,7.26,4.61
1762,0.71,"Very Good","D","VS2",62.8,56,3045,5.67,5.7,3.57
48657,0.34,"Premium","I","VS1",59.5,59,537,4.55,4.59,2.72
27251,1.52,"Ideal","D","VS1",61.2,57,17659,7.4,7.46,4.55
4425,0.9,"Fair","F","SI2",64.6,56,3613,6.01,6.07,3.9
23162,1.54,"Premium","H","VS2",61,60,11177,7.46,7.42,4.54
47086,0.56,"Ideal","G","VS1",60.3,57,1824,5.37,5.41,3.25
13344,1,"Good","F","VS2",63.4,56,5505,6.27,6.35,4
18420,1.01,"Very Good","D","VS2",59.8,60,7487,6.46,6.51,3.88
32385,0.32,"Ideal","D","VVS2",61.7,55,790,4.39,4.42,2.72
14407,1.2,"Good","I","VS1",59.6,61,5818,6.84,6.89,4.09
1607,0.75,"Ideal","H","SI1",61.9,55,3011,5.82,5.85,3.61
43391,0.62,"Good","D","SI2",64,56,1410,5.42,5.39,3.46
14303,1.16,"Ideal","D","SI2",62.1,54,5793,6.74,6.79,4.2
1611,0.82,"Ideal","E","SI2",62.2,57,3012,6,5.97,3.72
34337,0.3,"Ideal","E","VVS1",62.2,57,862,4.28,4.31,2.67
24825,1.52,"Very Good","F","VS2",60.9,56,13215,7.38,7.44,4.51
9813,0.91,"Premium","H","VS1",61,59,4670,6.25,6.18,3.79
36839,0.37,"Premium","G","VS1",61.4,58,957,4.61,4.58,2.82
33778,0.32,"Ideal","E","VS1",59.5,57,842,4.49,4.45,2.66
11855,1.11,"Premium","H","SI1",62.1,58,5102,6.6,6.57,4.09
3271,1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
6506,1.01,"Very Good","D","SI2",62.9,59,4064,6.29,6.37,3.98
25392,1.5,"Ideal","F","VS2",61.7,54,14092,7.28,7.31,4.5
46339,0.58,"Ideal","E","SI1",61.5,55,1758,5.39,5.34,3.3
10557,1.06,"Premium","G","SI1",59.6,58,4815,6.67,6.73,3.99
19807,1.5,"Ideal","I","SI1",62.3,56,8371,7.35,7.41,4.6
26367,0.32,"Ideal","G","VS1",60.9,56,645,4.41,4.45,2.7
8155,0.91,"Premium","G","VS2",60.8,56,4357,6.28,6.21,3.8
46129,0.51,"Ideal","F","VS1",62.1,56,1744,5.13,5.15,3.19
28623,0.31,"Very Good","G","SI2",61.7,55,433,4.37,4.4,2.71
29417,0.38,"Very Good","H","VS2",62.8,56,700,4.59,4.62,2.89
27955,0.27,"Ideal","I","VS1",62.5,54,432,4.16,4.19,2.61
3302,0.9,"Very Good","F","SI2",62.6,56,3368,6.13,6.17,3.85
51897,0.78,"Ideal","F","SI2",59.7,57,2431,6.01,5.98,3.58
43315,0.55,"Ideal","H","VS2",61.9,54,1402,5.25,5.28,3.26
30526,0.44,"Good","H","SI1",63.5,57,733,4.82,4.85,3.07
1847,0.7,"Good","E","VS1",59.4,61,3063,5.79,5.83,3.45
48918,0.54,"Ideal","E","VS1",61,56,2041,5.35,5.24,3.23
48885,1.04,"Fair","I","I1",67.3,56,2037,6.34,6.23,4.22
11276,1.04,"Ideal","G","SI2",61.9,58,4973,6.47,6.51,4.02
51189,0.7,"Premium","F","SI1",61.6,55,2348,5.7,5.66,3.5
38756,0.43,"Ideal","H","SI1",61.5,57,1045,4.88,4.84,2.99
8412,1.04,"Fair","F","SI1",66.9,62,4403,6.22,6.15,4.14
46971,0.32,"Ideal","I","VS1",60.9,56.7,529,4.41,4.44,2.69
1201,0.8,"Premium","H","VS1",62,60,2935,5.92,5.86,3.65
39234,0.38,"Premium","D","VS1",61.9,60,1067,4.62,4.66,2.87
46355,0.5,"Ideal","G","VVS2",62.2,56,1760,5.02,5.11,3.15
18535,1.51,"Premium","J","VS2",60.2,59,7553,7.36,7.35,4.43
44088,0.5,"Ideal","E","VS2",62.1,55,1554,5.11,5.13,3.18
7111,1.19,"Premium","D","SI2",58.6,61,4168,6.93,6.89,4.05
6764,0.94,"Premium","G","SI1",61.9,57,4106,6.29,6.24,3.88
41939,0.45,"Premium","G","VVS1",60.8,58,1263,4.92,4.98,3.01
20024,0.32,"Very Good","G","SI2",62.3,58,421,4.37,4.42,2.74
41452,0.4,"Ideal","G","IF",62.3,55,1229,4.74,4.76,2.96
3366,0.25,"Very Good","G","VS2",61.9,57,407,4.05,4.08,2.51
1448,0.79,"Ideal","F","SI1",62.5,57,2976,5.88,5.92,3.69
21542,1.52,"Very Good","H","SI1",60.9,59,9642,7.43,7.49,4.54
12083,1.22,"Very Good","J","VS2",60.8,56,5160,6.95,6.91,4.21
42481,0.43,"Ideal","G","IF",61.3,56,1318,4.86,4.9,2.99
30549,0.31,"Ideal","D","VS2",61.5,56,734,4.35,4.36,2.68
16087,1.08,"Ideal","H","SI1",60.5,57,6426,6.63,6.67,4.02
42868,0.43,"Ideal","F","VVS1",62.3,55,1358,4.85,4.88,3.03
51186,0.7,"Premium","D","SI2",62.8,61,2348,5.61,5.57,3.51
18970,1.21,"Ideal","G","VS2",62,56,7806,6.87,6.77,4.23
49957,0.3,"Very Good","H","SI1",63.4,57,540,4.31,4.27,2.72
15483,1.22,"Ideal","J","VS1",61.4,58,6201,6.85,6.87,4.21
22312,1.21,"Ideal","E","VS1",62.4,57,10351,6.75,6.83,4.24
8260,1,"Very Good","H","SI2",62,57,4379,6.4,6.34,3.95
1308,0.74,"Very Good","H","VS1",61.4,56,2956,5.81,5.84,3.57
16951,1.5,"Good","H","SI2",63.6,60,6770,7.3,7.23,4.63
20439,1.64,"Very Good","G","SI2",60.9,57,8794,7.57,7.61,4.62
2002,0.93,"Ideal","I","SI2",62.3,57,3101,6.2,6.22,3.87
29708,0.31,"Ideal","G","VVS2",61.4,56,707,4.35,4.38,2.68
3288,0.91,"Good","F","SI1",64,57,3363,6.17,6.08,3.92
32984,0.37,"Very Good","E","VS2",63,58,811,4.53,4.58,2.87
11159,1.21,"Premium","D","SI2",59.7,58,4946,7.06,6.96,4.19
7242,0.73,"Ideal","D","VS1",61.5,58,4196,5.76,5.79,3.55
35716,0.3,"Ideal","D","VS2",60.8,57,911,4.34,4.31,2.63
27644,2.02,"Fair","H","VS2",64.5,57,18565,8,7.95,5.14
15611,1.21,"Ideal","F","VS2",62.6,55,6261,6.81,6.74,4.24
40703,0.4,"Ideal","H","IF",62.7,57,1158,4.68,4.7,2.94
12467,1.06,"Ideal","E","SI1",59.6,54,5250,6.64,6.62,3.95
44010,0.3,"Premium","F","SI2",61.3,58,394,4.28,4.33,2.64
21336,1.57,"Premium","I","VS2",62.2,59,9478,7.44,7.42,4.62
328,0.72,"Premium","E","VS2",63,55,2802,5.79,5.61,3.59
41788,0.39,"Ideal","E","IF",62.5,57,1248,4.7,4.74,2.95
43474,0.41,"Ideal","E","IF",62.1,54,1419,4.75,4.81,2.97
38461,0.38,"Very Good","D","VVS2",63.8,57,1030,4.57,4.61,2.93
34622,0.31,"Ideal","E","VS2",60.9,57,872,4.36,4.34,2.65
45776,0.65,"Premium","E","SI1",58.5,58,1708,5.68,5.64,3.31
15127,1.32,"Very Good","J","VS2",62.1,57,6079,7.01,7.04,4.36
5190,0.9,"Good","H","VS2",63.6,55,3775,6.14,6.09,3.89
36313,0.32,"Premium","H","VVS1",62.9,58,936,4.37,4.34,2.74
13835,1.2,"Very Good","F","SI1",63.1,58,5638,6.75,6.68,4.24
46988,0.46,"Ideal","E","VVS1",62.6,53,1816,4.93,4.97,3.1
4798,0.77,"Ideal","E","VS1",62,56,3697,5.87,5.9,3.65
10247,1.01,"Ideal","H","SI1",62.6,55,4749,6.39,6.43,4.01
4809,1.12,"Very Good","G","SI2",63.4,57,3700,6.51,6.47,4.12
23948,1.56,"Ideal","H","SI1",62.2,55,12082,7.41,7.45,4.62
30457,0.3,"Premium","F","VS1",61,58,731,4.36,4.33,2.65
47840,0.72,"Very Good","I","SI2",63.4,56,1907,5.67,5.72,3.61
4343,1.02,"Very Good","J","SI2",61.1,61,3601,6.44,6.5,3.95
15571,1,"Very Good","E","VS2",62.9,59,6245,6.27,6.38,3.98
27682,2.22,"Premium","J","VS1",60,60,18706,8.49,8.43,5.08
46776,0.53,"Ideal","F","VS2",61.6,57,1803,5.21,5.15,3.19
17226,1.22,"Premium","F","SI1",61.8,59,6887,6.86,6.83,4.23
43536,0.56,"Ideal","H","VS2",61.7,54,1427,5.31,5.33,3.28
37450,0.34,"Ideal","G","IF",62.2,56,984,4.45,4.46,2.77
26818,2.24,"Ideal","I","SI2",61.7,58,16709,8.43,8.37,5.18
30856,0.33,"Premium","G","VS2",59.3,61,743,4.51,4.49,2.67
16225,1.05,"Very Good","G","VS2",62.8,57,6486,6.45,6.49,4.06
30552,0.31,"Premium","E","VS1",60,59,734,4.38,4.42,2.64
528,0.73,"Premium","E","VS1",62.6,60,2826,5.75,5.68,3.58
24743,2.09,"Premium","J","SI2",60,60,13092,8.32,8.37,5.01
9150,1.09,"Premium","D","SI2",62.8,56,4538,6.49,6.45,4.06
52060,0.7,"Very Good","E","SI2",60.4,59,2453,5.7,5.75,3.46
46577,0.57,"Very Good","E","VS2",61,57,1785,5.33,5.35,3.26
663,0.73,"Ideal","H","VVS2",61.6,56,2846,5.79,5.84,3.58
30867,0.33,"Premium","G","VS2",62,58,743,4.45,4.42,2.75
35730,0.3,"Premium","D","VS2",61.7,58,911,4.32,4.3,2.66
39959,0.33,"Good","D","SI2",63.3,53,492,4.39,4.42,2.79
20475,1.73,"Premium","F","SI2",63,60,8816,7.63,7.52,4.77
43097,0.51,"Ideal","D","SI2",60.9,56,1383,5.18,5.2,3.16
30481,0.31,"Ideal","D","SI1",61.2,55,732,4.49,4.37,2.71
44237,0.57,"Ideal","H","VS2",60.2,59,1573,5.35,5.38,3.23
793,0.8,"Very Good","F","SI1",62.6,58,2862,5.9,5.92,3.7
53823,0.79,"Premium","D","SI2",61.8,58,2735,5.95,5.89,3.66
28476,0.32,"Ideal","G","VS2",62.4,55,672,4.39,4.36,2.73
22232,1.25,"Very Good","E","VS1",61.5,59,10285,6.91,6.95,4.26
25036,0.34,"Good","E","SI1",60.5,60.1,641,4.5,4.53,2.73
32489,0.32,"Ideal","G","VVS1",62.3,56,796,4.38,4.41,2.73
49177,0.68,"Good","F","SI1",58.1,60,2074,5.8,5.91,3.4
25605,1.51,"Premium","F","VS2",61.9,59,14465,7.39,7.31,4.55
